No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,labels
0,1,0,0,1.0,3,0.6,23,9,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,25,0.6,23,0,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,25,0.6,23,9,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,0,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,9,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,0,40,100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,9,40,100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,0,40,-100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,9,40,-100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,100,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,100,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,1,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,1,0,0.0,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,51,0,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,0,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1000,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1000,23.0,40,0,0.0,0
0,1,0,0,1.0,1,0.6,0,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,51,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,-100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,-100,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,9,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,9,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,25,0.6,0,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,25,0.6,51,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,2.0,3,0.6,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,0.0,3,0.6,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,2.0,3,0.6,23,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,0.0,3,0.6,23,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,51,3,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,0,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,0,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,0,3,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,100,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,9,40,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,9,40,0,4,250,23.0,40,0,2.0,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,2.0,0
0,0,0,1,0.0,3,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,2.0,3,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,0.0,3,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,2.0,3,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,250,23.0,100,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,250,23.0,100,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,250,23.0,1,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,250,23.0,1,0,1.4,0
0,0,0,1,1.0,25,1.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,25,0.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,1,1.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,1,0.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,1,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1,23.0,40,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1000,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1000,23.0,1,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,1,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1,23.0,100,0,1.4,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,1,23.0,1,0,1.4,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,1000,23.0,40,0,1.4,0
0,1,0,0,1.0,25,0.6,23,3,40,0,4,250,23.0,40,0,1.4,0
0,1,0,0,1.0,1,0.6,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,25,0.6,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,25,0.6,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,1,0.6,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,1,0.6,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,51,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,51,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,0,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,0,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,9,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,9,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,0,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,0,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,250,23.0,40,0,0.0,0
0,1,0,0,1.0,3,0.6,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,0,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,0,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,9,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,9,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,23,3,40,100,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,1.0,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.0,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,1.0,0,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,0,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,1.0,51,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.0,51,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,1.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,1.0,23,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,250,23.0,1,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,250,23.0,1,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,250,23.0,100,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,250,23.0,100,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,1,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,1,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,1,0,4,1000,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,3,250,0,4,1000,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,51,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,51,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,0,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,0,3,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,40,100,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,3,40,100,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,9,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,9,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,0.0,3,0.6,23,0,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,2.0,3,0.6,23,0,40,0,4,250,23.0,40,0,1.4,0
0,0,0,1,1.0,3,0.6,23,0,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,23,0,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,23,9,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,23,9,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,0,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,0,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,51,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,51,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,1,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,1,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,25,0.6,23,3,40,0,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,25,0.6,23,3,40,0,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,23,3,40,-100,4,250,23.0,40,0,2.0,0
0,0,0,1,1.0,3,0.6,23,3,40,100,4,250,23.0,40,0,0.0,0
0,0,0,1,1.0,3,0.6,23,3,40,100,4,250,23.0,40,0,2.0,0
0,0,0,1,2.0,3,0.6,23,3,40,0,4,250,23.0,1,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,40,0,4,250,23.0,1,0,1.4,0
0,0,0,1,2.0,3,0.6,23,3,40,0,4,250,23.0,100,0,1.4,0
0,0,0,1,0.0,3,0.6,23,3,40,0,4,250,23.0,100,0,1.4,0
